wall_seconds,phase,round,visible_alive,logical_alive,encounters,frame_ms,game_ms,render_ms,gpu_ms,gpu_available,public_chars,public_utf8_bytes,neutral_round,neutral_live_encounters,frontend_page
5.345106,-1,0,0,0,0,18.283899,2.817500,4.514100,16.791500,1,877,877,0,0,lobby
5.362035,-1,0,0,0,0,16.702202,2.751800,4.666400,18.206699,1,877,877,0,0,lobby
5.378788,-1,0,0,0,0,16.721699,3.078600,4.509200,17.655899,1,877,877,0,0,lobby
5.396859,-1,0,0,0,0,16.861301,3.250900,5.173400,16.246700,1,877,877,0,0,lobby
5.412420,-1,0,0,0,0,16.835999,4.282500,5.477100,18.266199,1,877,877,0,0,lobby
5.428943,-1,0,0,0,0,16.798903,3.544100,5.425300,15.654900,1,877,877,0,0,lobby
5.445939,-1,0,0,0,0,17.007898,2.862900,4.235900,16.319500,1,877,877,0,0,lobby
5.462921,-1,0,0,0,0,16.670399,3.021100,5.071400,16.686001,1,877,877,0,0,lobby
5.479643,-1,0,0,0,0,16.989504,3.535900,4.805500,17.780800,1,877,877,0,0,lobby
5.497055,-1,0,0,0,0,17.407999,3.013000,4.767200,15.831000,1,877,877,0,0,lobby
5.513702,-1,0,0,0,0,16.686499,2.429800,4.359900,17.906601,1,877,877,0,0,lobby
5.530406,-1,0,0,0,0,16.760700,2.454900,5.180200,16.506901,1,877,877,0,0,lobby
5.547351,-1,0,0,0,0,16.922802,2.320800,4.832800,16.320499,1,877,877,0,0,lobby
5.564623,-1,0,0,0,0,17.148800,2.292700,4.568500,16.896000,1,877,877,0,0,lobby
5.582001,-1,0,0,0,0,17.437099,2.356100,3.950300,17.278999,1,877,877,0,0,lobby
